Date,000001.SS_Open,000001.SS_High,000001.SS_Low,000001.SS_Close,000001.SS_Volume,BA_Open,BA_High,BA_Low,BA_Close,BA_Volume,BRICS_Views,BRICS_7D_Momentum,BRICS_30D_Shock,CL=F_Open,CL=F_High,CL=F_Low,CL=F_Close,CL=F_Volume,Cyberwarfare_Views,Cyberwarfare_7D_Momentum,Cyberwarfare_30D_Shock,Economic_sanctions_Views,Economic_sanctions_7D_Momentum,Economic_sanctions_30D_Shock,GC=F_Open,GC=F_High,GC=F_Low,GC=F_Close,GC=F_Volume,GD_Open,GD_High,GD_Low,GD_Close,GD_Volume,Inflation_Views,Inflation_7D_Momentum,Inflation_30D_Shock,LMT_Open,LMT_High,LMT_Low,LMT_Close,LMT_Volume,NATO_Views,NATO_7D_Momentum,NATO_30D_Shock,NG=F_Open,NG=F_High,NG=F_Low,NG=F_Close,NG=F_Volume,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Volume,Nuclear_weapon_Views,Nuclear_weapon_7D_Momentum,Nuclear_weapon_30D_Shock,OPEC_Views,OPEC_7D_Momentum,OPEC_30D_Shock,Recession_Views,Recession_7D_Momentum,Recession_30D_Shock,RTX_Open,RTX_High,RTX_Low,RTX_Close,RTX_Volume,Semiconductor_Views,Semiconductor_7D_Momentum,Semiconductor_30D_Shock,South_China_Sea_Views,South_China_Sea_7D_Momentum,South_China_Sea_30D_Shock,Taiwan_Strait_Views,Taiwan_Strait_7D_Momentum,Taiwan_Strait_30D_Shock,United_States_Armed_Forces_Views,United_States_Armed_Forces_7D_Momentum,United_States_Armed_Forces_30D_Shock,URA_Open,URA_High,URA_Low,URA_Close,URA_Volume,Vladimir_Putin_Views,Vladimir_Putin_7D_Momentum,Vladimir_Putin_30D_Shock,World_War_III_Views,World_War_III_7D_Momentum,World_War_III_30D_Shock,Xi_Jinping_Views,Xi_Jinping_7D_Momentum,Xi_Jinping_30D_Shock,ZW=F_Open,ZW=F_High,ZW=F_Low,ZW=F_Close,ZW=F_Volume,^FTSE_Open,^FTSE_High,^FTSE_Low,^FTSE_Close,^FTSE_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Volume,^N225_Open,^N225_High,^N225_Low,^N225_Close,^N225_Volume
2015-12-05,3558.1487,3568.97,3510.412,3524.992,251700.0,131.25157,133.43088,131.01839,133.17976,3892900.0,2471.0,0.06052,-0.57848,41.31,42.0,39.6,39.97,510758.0,446.0,0.0878,-1.1513,243.0,-0.16495,-0.61778,1063.0,1088.8,1058.7,1084.5,889.0,113.81685,115.27103,113.75293,114.92745,1882700.0,2171.0,-0.02471,-1.71226,164.49994,167.47008,164.49994,166.3201,1701600.0,10261.0,-0.38276,-0.5399,2.198,2.211,2.167,2.186,85242.0,155.6671,159.67162,155.59074,159.45952,891900.0,3669.0,-0.08458,-1.41629,5659.0005,1.72592,1.64892,1751.0,0.26976,0.24736,47.0026,47.8141,46.90364,47.36877,14664722.0,2037.0,0.12916,-0.85515,1142.0,-0.00349,-1.00856,90.0,-0.39597,-1.03044,3424.0,0.00706,-0.69315,9.53575,9.66252,9.47237,9.66252,186399.98,17637.0,-0.4048,-0.97366,7788.9995,0.057,-0.45897,2683.0,0.06173,-0.85292,465.0,471.25,465.0,471.25,328.0,6275.0005,6277.6,6219.5,6238.2993,662790200.0,2051.24,2093.84,2051.24,2091.69,4214910200.0,19616.52,19660.9,19444.54,19504.48,134100010.0
2015-12-06,3558.1487,3568.97,3510.412,3524.992,251700.0,131.25157,133.43088,131.01839,133.17976,3892900.0,2625.0,-0.03315,-0.50132,41.31,42.0,39.6,39.97,510758.0,432.0,-0.11294,-1.23426,267.0,-0.47953,-0.43606,1063.0,1088.8,1058.7,1084.5,889.0,113.81685,115.27103,113.75293,114.92745,1882700.0,2693.0,-0.0271,-0.65054,164.49994,167.47008,164.49994,166.3201,1701600.0,10948.0,-0.3937,-0.51445,2.198,2.211,2.167,2.186,85242.0,155.6671,159.67162,155.59074,159.45952,891900.0,4355.0,0.03518,-0.7299,4738.0,0.86977,0.92452,1658.0,0.11275,-0.12434,47.0026,47.8141,46.90364,47.36877,14664722.0,2279.0,0.09462,-0.29203,1181.0,-0.0552,-0.8761,111.0,0.12121,-0.63139,3654.0,0.09368,-0.58628,9.53575,9.66252,9.47237,9.66252,186399.98,17378.0,-0.46807,-0.98364,7086.0,0.01084,-0.57582,3707.0,0.38735,-0.42826,465.0,471.25,465.0,471.25,328.0,6275.0005,6277.6,6219.5,6238.2993,662790200.0,2051.24,2093.84,2051.24,2091.69,4214910200.0,19616.52,19660.9,19444.54,19504.48,134100010.0
2015-12-07,3529.8057,3543.945,3506.625,3536.927,208299.98,133.00041,134.07661,132.12152,133.13493,3417700.0,3030.0,-0.01815,-0.2991,40.1,40.15,37.5,37.65,635413.0,589.0,-0.0768,-0.06514,396.0,-0.37242,0.55161,1084.9,1086.5,1067.4,1076.4,656.0,114.86352,115.20709,113.08176,114.32819,1782800.0,3340.0,-0.09338,0.59393,166.28198,167.2568,165.68034,166.88364,1537800.0,13192.0,-0.23935,-0.42061,2.159,2.162,2.06,2.067,188741.0,159.47647,159.87523,158.45837,159.49344,707700.0,5428.0,0.0685,0.34155,8711.0,1.18979,3.03077,2066.0,0.17654,1.37209,47.31434,47.62607,47.19064,47.45784,7438427.0,3224.0,0.12413,1.80183,1526.0,0.23763,-0.2081,130.0,0.14035,-0.22421,4617.0,0.23186,-0.19777,9.50759,9.52871,9.26814,9.31039,142500.0,17899.0,-0.34747,-0.95163,7284.0,0.14277,-0.57989,3803.0,-0.08073,-0.33451,474.75,474.75,470.25,470.25,284.0,6238.2993,6287.2,6215.2,6223.5,542255600.0,2090.42,2090.42,2066.78,2077.07,4043820000.0,19710.39,19811.51,19677.21,19698.15,103300000.0
2015-12-08,3518.648,3518.648,3466.79,3470.07,224400.0,131.67311,132.0408,129.72697,130.0319,5021100.0,2993.0,-0.13846,-0.31821,37.68,38.58,36.64,37.51,767184.0,695.0,0.05623,0.71722,383.0,-0.35195,0.40011,1071.0,1078.4,1069.6,1076.3,306.0,113.59312,113.91273,112.53845,113.45729,1423100.0,3569.0,-0.00112,0.98837,165.78696,167.37865,165.48994,166.63992,844400.0,12441.0,-0.2742,-0.46979,2.068,2.093,2.014,2.07,172494.98,158.2802,160.28246,157.77116,159.50192,1213900.0,5528.9995,0.10139,0.40521,8421.0,1.12544,2.45724,2061.0,0.0526,1.25961,46.99766,47.1659,46.46326,46.62655,11141750.0,2887.0,-0.02334,0.95024,1752.0,0.29013,0.2382,122.0,-0.05426,-0.33612,4337.0,0.12737,-0.32505,9.22588,9.32448,9.12024,9.32448,237099.98,18169.0,-0.30044,-0.94325,6724.9995,0.12477,-0.67748,3479.0,-0.2006,-0.43176,471.0,471.75,466.5,470.75,134.0,6223.5,6224.9,6120.7,6135.2,790574400.0,2073.39,2073.85,2052.32,2063.59,4173570000.0,19689.87,19764.21,19475.28,19492.6,124100000.0
2015-12-09,3462.583,3495.7017,3454.8792,3472.439,195700.0,129.68213,130.65967,127.59251,129.35927,5124600.0,3329.0,-0.06489,-0.1321,37.86,38.99,36.87,37.16,646166.0,604.0,-0.1481,0.03322,418.0,-0.21576,0.6586,1075.1,1086.0,1070.6,1077.6,386.0,113.37741,113.96069,111.31602,111.99516,1653599.9,3850.0,0.0922,1.46876,166.03828,167.7442,164.96446,165.67271,1194900.0,11012.0,-0.72445,-0.54678,2.08,2.118,2.048,2.062,153581.0,158.78929,159.98557,157.02458,158.27176,1386000.0,5124.0,0.00294,-0.08437,6255.0005,0.40247,1.1969,1924.0,0.03385,0.69878,46.30492,47.29456,46.12184,46.59192,10982215.0,2816.0,-0.0046,0.7398,1585.0,0.14772,-0.02887,112.0,0.02752,-0.51031,4217.0,0.00453,-0.35758,9.27518,9.42307,9.17658,9.26814,139200.0,18598.0,-0.18526,-0.9263,5890.0,-0.30917,-0.80902,3449.0,-0.09901,-0.42984,469.75,479.75,469.75,478.0,36.0,6135.2,6175.8,6101.2,6126.7,751852900.0,2061.17,2080.33,2036.53,2047.62,4385250000.0,19391.5,19475.4,19260.12,19301.07,130300000.0
2015-12-10,3469.8057,3503.654,3446.273,3455.495,200400.0,129.70004,132.24707,129.28752,131.30539,3278500.0,3129.0,-0.1146,-0.23791,37.27,37.54,36.38,36.76,513940.0,573.0,-0.20637,-0.20522,382.0,-0.28996,0.33617,1073.0,1076.3,1071.7,1073.1,226.0,112.01909,112.69024,111.46778,111.85929,1355300.0,3485.0,-0.01275,0.71745,165.96217,167.35585,165.26152,166.69328,1119200.0,10195.0,-0.56722,-0.59203,2.065,2.099,1.999,2.015,186399.98,158.42444,159.70555,158.38202,159.0438,1568700.0,11068.0,1.04773,4.15164,4808.0,-0.12391,0.39913,1758.0,-0.00566,0.05151,46.54738,46.84427,45.34003,46.44842,9238605.0,2574.0,-0.14314,0.16009,1475.0,0.03436,-0.17384,127.0,0.15455,-0.0651,3887.0,-0.12336,-0.45533,9.27518,9.45124,9.24701,9.41603,57500.0,17601.0,-0.3876,-1.00151,4925.0,-0.76435,-0.95197,3378.0,-0.00295,-0.50764,478.5,487.75,476.75,484.5,32.0,6126.7,6127.1,6080.0,6088.0996,838093600.0,2047.93,2067.65,2045.67,2052.23,3715150000.0,19070.02,19125.06,19025.78,19046.55,116100000.0
2015-12-11,3441.5967,3455.548,3410.924,3434.581,182900.0,130.0409,130.66867,128.89294,129.70009,3684700.0,3060.0,0.06769,-0.28588,36.63,36.84,35.16,35.62,505406.0,552.0,-0.01779,-0.35609,334.0,-0.2528,-0.07286,1067.8,1079.4,1064.4,1076.9,410.0,110.9884,111.26006,109.91775,110.13347,1307800.0,2872.0,-0.06965,-0.47348,165.67271,166.90648,165.033,165.41379,1801900.0,9302.0,-0.33784,-0.63886,2.003,2.011,1.959,1.99,168113.0,157.46573,158.74684,157.00758,157.82207,1594200.1,6872.0,0.46618,0.99928,5100.0,-0.42535,0.51454,1635.0,-0.23634,-0.41159,46.02287,46.82447,45.98328,46.16636,15798791.0,2300.0,-0.31117,-0.48084,1626.0,-0.02809,0.52669,126.0,0.08621,0.02229,3806.0,-0.07867,-0.66379,9.32448,9.32448,9.14137,9.17658,131200.0,15841.999,-0.32192,-1.11001,4345.0,-0.62072,-1.03086,3443.0,0.04207,-0.38369,487.5,491.25,480.0,482.75,46.0,6088.0996,6088.0996,5949.8,5952.8,805984900.0,2047.27,2047.27,2008.8,2012.3699,4301060000.0,19020.75,19282.21,19020.75,19230.48,165800000.0
2015-12-12,3441.5967,3455.548,3410.924,3434.581,182900.0,130.0409,130.66867,128.89294,129.70009,3684700.0,2553.0,0.03318,-0.55005,36.63,36.84,35.16,35.62,505406.0,397.0,-0.10987,-1.43367,194.0,-0.20165,-1.18743,1067.8,1079.4,1064.4,1076.9,410.0,110.9884,111.26006,109.91775,110.13347,1307800.0,2379.0,0.09581,-1.34447,165.67271,166.90648,165.033,165.41379,1801900.0,7464.0,-0.27259,-0.7285,2.003,2.011,1.959,1.99,168113.0,157.46573,158.74684,157.00758,157.82207,1594200.1,4071.0,0.10957,-1.00572,3031.0,-0.46439,-0.59077,1496.0,-0.14563,-0.90768,46.02287,46.82447,45.98328,46.16636,15798791.0,1790.0,-0.12126,-1.55957,1304.0,0.14186,-0.6872,88.0,-0.02222,-1.6501,4662.0,0.36157,0.23622,9.32448,9.32448,9.14137,9.17658,131200.0,13801.999,-0.21744,-1.23112,3881.0,-0.50173,-1.09493,2796.0,0.04212,-1.27503,487.5,491.25,480.0,482.75,46.0,6088.0996,6088.0996,5949.8,5952.8,805984900.0,2047.27,2047.27,2008.8,2012.3699,4301060000.0,19020.75,19282.21,19020.75,19230.48,165800000.0
2015-12-13,3441.5967,3455.548,3410.924,3434.581,182900.0,130.0409,130.66867,128.89294,129.70009,3684700.0,2443.0,-0.06933,-0.60886,36.63,36.84,35.16,35.62,505406.0,467.0,0.08102,-0.8946,281.0,0.05243,-0.48386,1067.8,1079.4,1064.4,1076.9,410.0,110.9884,111.26006,109.91775,110.13347,1307800.0,2855.0,0.06016,-0.46811,165.67271,166.90648,165.033,165.41379,1801900.0,8344.0,-0.23785,-0.68428,2.003,2.011,1.959,1.99,168113.0,157.46573,158.74684,157.00758,157.82207,1594200.1,4469.0,0.02618,-0.71656,3072.0,-0.35163,-0.57256,1507.0,-0.09107,-0.84171,46.02287,46.82447,45.98328,46.16636,15798791.0,1888.0,-0.17157,-1.29205,1382.0,0.17019,-0.31331,98.0,-0.11712,-1.1642,3580.0,-0.02025,-0.86462,9.32448,9.32448,9.14137,9.17658,131200.0,14828.0,-0.14674,-1.14861,4301.0,-0.39303,-1.0414,2827.0,-0.23739,-1.21952,487.5,491.25,480.0,482.75,46.0,6088.0996,6088.0996,5949.8,5952.8,805984900.0,2047.27,2047.27,2008.8,2012.3699,4301060000.0,19020.75,19282.21,19020.75,19230.48,165800000.0
2015-12-14,3403.507,3521.7793,3399.28,3520.6677,215400.0,129.59244,129.59244,126.86607,128.2472,4845000.0,2914.0,-0.03828,-0.36528,35.4,36.7,34.53,36.31,550476.0,617.0,0.04754,0.16781,356.0,-0.10101,0.08298,1074.0,1076.7,1060.0,1064.7,509.0,110.52496,111.29999,109.51023,111.2121,1244400.0,3618.0,0.08323,0.92945,164.4923,165.69559,163.52509,164.94162,2026499.9,10099.0,-0.23446,-0.56646,1.913,1.923,1.862,1.894,140549.0,158.3311,159.92612,157.1603,158.71289,1257600.0,4998.0,-0.07922,-0.32735,5243.0,-0.39812,0.5528,1729.0,-0.16312,-0.07121,46.16638,46.29998,45.62208,46.03278,10722890.0,2717.0,-0.15726,0.4916,2240.0,0.46789,2.80701,109.0,-0.16154,-0.48043,3714.0,-0.19558,-0.67558,9.19066,9.19066,9.0146,9.12024,145900.0,15791.0,-0.11777,-1.04409,5220.0,-0.28336,-0.85628,3581.0,-0.05837,0.07291,488.0,490.5,487.75,487.75,36250.0,5952.8,6009.9004,5871.9004,5874.0996,781019600.0,2013.3699,2022.92,1993.26,2021.94,4612440000.0,18887.09,18911.78,18611.09,18883.42,134300000.0
2015-12-15,3518.126,3529.961,3496.854,3510.354,200500.0,130.6328,131.92424,129.25166,131.41304,4705300.0,3055.0,0.02072,-0.23298,36.32,37.88,36.03,37.35,474158.97,521.0,-0.25036,-0.56895,406.0,0.06005,0.46188,1064.6,1066.2,1061.8,1062.9,220.0,111.72347,112.24281,110.22136,110.29327,2181900.0,3749.0,0.05043,1.11482,165.26152,165.4443,163.52513,163.61652,1539800.0,9166.0,-0.26324,-0.57748,1.9,1.905,1.795,1.822,171961.0,159.52736,160.98663,159.17104,159.36617,1935600.0,4659.0,-0.15735,-0.53614,5363.0,-0.36314,0.57309,1848.0,-0.10335,0.34684,46.35441,46.83934,46.13174,46.14659,10516002.0,2613.0,-0.09491,0.20706,2312.0,0.31963,2.63175,152.0,0.2459,1.85856,3762.0,-0.13258,-0.57157,9.17658,9.28926,9.17658,9.22588,69100.0,22697.0,0.24922,-0.54707,4747.0,-0.29413,-0.86639,3072.0,-0.11699,-0.73985,491.0,498.0,486.25,494.25,50977.0,5874.0996,6036.7,5874.0996,6017.8,811231700.0,2025.55,2053.87,2025.55,2043.41,4353540000.0,18869.04,18897.87,18562.51,18565.9,137800000.0
2015-12-16,3522.0913,3538.689,3506.2908,3516.1868,193500.0,132.71342,133.27843,131.14397,132.83002,3316000.0,2800.0,-0.15891,-0.62009,36.79,37.35,35.29,35.52,402967.03,622.0,0.0298,0.26684,364.0,-0.12919,0.08001,1064.8,1078.7,1064.3,1078.0,81.0,110.05357,111.93119,108.99889,111.57165,2163100.0,3927.0,0.02,1.39445,164.49994,166.10686,163.54797,165.6423,1352000.0,8945.0,-0.1877,-0.55328,1.804,1.849,1.775,1.79,157968.0,161.02058,162.04716,158.91652,160.98665,1423400.0,5174.0,0.00976,-0.12276,4593.0,-0.26571,0.13947,1844.0,-0.04158,0.50786,46.49791,47.22034,46.23566,47.0719,15680729.0,2400.0,-0.14773,-0.28091,1910.0,0.20505,1.1989,128.0,0.14286,0.56989,4201.0,-0.00379,0.06425,9.26813,9.43012,9.26813,9.38786,64000.0,30966.0,0.66502,0.03464,4929.0,-0.16316,-0.85673,3296.0,-0.04436,-0.30778,493.25,497.0,483.25,483.5,56697.0,6017.8,6089.3,6016.2993,6061.2,750664600.0,2046.5,2076.72,2042.43,2073.07,4635450000.0,18868.2,19054.89,18859.11,19049.91,143900000.0
2015-12-17,3533.628,3583.408,3533.628,3579.999,283900.0,133.49371,134.3457,130.48932,130.54312,3448800.0,2801.0,-0.10483,-0.63492,35.8,35.84,34.63,34.95,196226.98,513.0,-0.10471,-0.58262,308.0,-0.19372,-0.42257,1072.6,1072.6,1050.5,1050.8,56.0,111.51572,111.92319,110.26927,110.38913,1186700.0,3569.0,0.0241,0.75454,165.91647,166.6095,163.86021,163.90591,1282300.0,8521.0,-0.1642,-0.54764,1.825,1.854,1.734,1.755,213109.0,161.1224,161.62297,159.74797,159.76494,2444700.0,4242.0,-0.61673,-0.75601,3627.0,-0.24563,-0.38199,1641.0,-0.06655,-0.42711,47.07188,47.36878,46.43358,46.44842,7630855.0,2197.0,-0.14646,-0.71692,1910.0,0.29492,1.12004,142.0,0.11811,1.42361,3364.0,-0.13455,-1.24942,9.43716,9.43716,9.2963,9.32448,42900.0,52386.0,1.97631,1.45559,3871.0,-0.21401,-1.02059,3639.0,0.07726,0.36974,482.75,488.25,472.25,484.0,72702.0,6061.2,6160.8,6061.2,6102.5,725125100.0,2073.76,2076.37,2041.66,2041.8901,4327390000.0,19364.57,19507.17,19325.15,19353.56,152700000.0
2015-12-18,3574.94,3614.698,3568.161,3578.964,273700.0,129.51172,129.51172,124.5612,125.18002,9952000.0,2502.0,-0.18235,-1.37673,34.87,35.57,34.29,34.73,116038.0,383.0,-0.30616,-1.74164,275.0,-0.17665,-0.70723,1053.7,1070.3,1052.7,1066.2,253.0,109.78192,110.35719,108.72725,109.23062,2570800.0,2741.0,-0.04561,-0.84205,162.78639,163.86783,161.3394,161.59071,2058200.0,7594.0,-0.18362,-0.57416,1.738,1.805,1.684,1.767,150915.0,159.08617,159.08617,156.45609,156.83788,2908000.0,3566.0,-0.48108,-1.17497,3179.0,-0.37667,-0.61233,1490.0,-0.08869,-1.10344,46.17132,46.67604,45.69135,45.69135,13769956.0,1928.0,-0.16174,-1.25875,1808.0,0.11193,0.76,113.0,-0.10317,-0.25367,2976.0,-0.21808,-1.98309,9.3456,9.45124,9.31039,9.41603,124700.0,40215.0,1.53851,0.77618,3290.0,-0.24281,-1.07088,2568.0,-0.25414,-1.53917,486.0,499.0,481.0,486.75,72904.0,6102.5,6105.6,6051.7007,6052.4,1234966800.0,2040.81,2040.81,2005.33,2005.55,6683070000.0,19320.46,19869.08,18982.25,18986.8,199200000.0
2015-12-19,3574.94,3614.698,3568.161,3578.964,273700.0,129.51172,129.51172,124.5612,125.18002,9952000.0,2431.0,-0.04779,-1.52159,34.87,35.57,34.29,34.73,116038.0,344.0,-0.1335,-1.95234,182.0,-0.06186,-1.43354,1053.7,1070.3,1052.7,1066.2,253.0,109.78192,110.35719,108.72725,109.23062,2570800.0,2160.0,-0.09206,-1.81546,162.78639,163.86783,161.3394,161.59071,2058200.0,6212.0,-0.16774,-0.62179,1.738,1.805,1.684,1.767,150915.0,159.08617,159.08617,156.45609,156.83788,2908000.0,2983.0,-0.26726,-1.48708,2499.0,-0.17552,-0.95015,1343.0,-0.10227,-1.67168,46.17132,46.67604,45.69135,45.69135,13769956.0,1467.0,-0.18045,-2.06706,2163.0,0.65874,1.8442,112.0,0.27273,-0.28099,2734.0,-0.41356,-2.27283,9.3456,9.45124,9.31039,9.41603,124700.0,25589.0,0.85401,-0.269,2929.0,-0.2453,-1.08809,2166.0,-0.22532,-2.19529,486.0,499.0,481.0,486.75,72904.0,6102.5,6105.6,6051.7007,6052.4,1234966800.0,2040.81,2040.81,2005.33,2005.55,6683070000.0,19320.46,19869.08,18982.25,18986.8,199200000.0
2015-12-20,3574.94,3614.698,3568.161,3578.964,273700.0,129.51172,129.51172,124.5612,125.18002,9952000.0,2441.0,-0.00082,-1.38253,34.87,35.57,34.29,34.73,116038.0,353.0,-0.24411,-1.70209,177.0,-0.37011,-1.40316,1053.7,1070.3,1052.7,1066.2,253.0,109.78192,110.35719,108.72725,109.23062,2570800.0,2182.0,-0.23573,-1.63733,162.78639,163.86783,161.3394,161.59071,2058200.0,6488.0,-0.22244,-0.5988,1.738,1.805,1.684,1.767,150915.0,159.08617,159.08617,156.45609,156.83788,2908000.0,3445.0,-0.22913,-1.07914,2261.0,-0.264,-1.05993,1267.0,-0.15926,-1.84511,46.17132,46.67604,45.69135,45.69135,13769956.0,1649.0,-0.12659,-1.56018,1547.0,0.11939,-0.1191,84.0,-0.14286,-1.77363,2624.0,-0.26704,-2.20198,9.3456,9.45124,9.31039,9.41603,124700.0,20978.0,0.41476,-0.615,3483.0,-0.19019,-0.91427,2247.0,-0.20516,-1.88,486.0,499.0,481.0,486.75,72904.0,6102.5,6105.6,6051.7007,6052.4,1234966800.0,2040.81,2040.81,2005.33,2005.55,6683070000.0,19320.46,19869.08,18982.25,18986.8,199200000.0
2015-12-21,3568.581,3651.056,3565.751,3642.472,299800.0,125.74504,127.29656,125.28765,126.36385,3746399.8,2365.0,-0.1884,-1.47337,34.58,34.86,33.98,34.74,298080.0,478.0,-0.22528,-0.55924,249.0,-0.30056,-0.83013,1070.2,1081.9,1070.2,1081.9,26.0,109.68604,111.17216,109.19067,110.33322,941800.0,2648.0,-0.2681,-0.82519,162.82446,164.18767,162.61122,164.09628,1066800.0,7080.0,-0.29894,-0.56493,1.836,1.948,1.787,1.911,182619.0,157.8051,160.40974,157.38089,160.35883,1368100.0,3362.0,-0.32733,-1.07855,2901.0,-0.44669,-0.74525,1366.0,-0.20995,-1.39418,46.02783,46.45832,45.86454,46.31977,13838283.0,1834.0,-0.32499,-1.1722,948.0,-0.57679,-1.88449,89.0,-0.18349,-1.42118,3050.0,-0.17878,-1.34581,9.0639,9.61322,9.0639,9.47941,147200.0,18253.0,0.15591,-0.8096,3127.0,-0.40096,-0.92866,2332.0,-0.34879,-1.5945,486.0,491.0,478.25,479.0,45649.0,6052.4,6114.0,6034.8,6034.8,545001400.0,2010.27,2022.9,2005.93,2021.15,3760280000.0,18845.5,18979.83,18651.13,18916.02,154800000.0
2015-12-22,3645.99,3652.6348,3616.87,3651.767,261200.0,127.09925,128.05885,126.00511,127.69116,2791700.0,2285.0,-0.25205,-1.55449,35.8,36.54,35.66,36.14,302263.0,515.0,-0.01152,-0.20451,222.0,-0.4532,-1.06515,1078.6,1078.6,1073.8,1074.8,106.0,111.16419,112.2668,110.66881,111.81138,1283600.0,2377.0,-0.36596,-1.27312,164.6218,166.19826,164.18008,165.70323,895200.0,6316.0,-0.31093,-0.59412,1.929,1.939,1.863,1.888,112282.0,161.13089,161.7672,159.2474,160.66426,876600.06,3170.0,-0.3196,-1.14435,2864.0,-0.46597,-0.78461,1333.0,-0.27868,-1.46031,46.66614,47.21044,46.51275,46.94324,7379475.0,1697.0,-0.35055,-1.38524,817.0,-0.64663,-2.02948,91.0,-0.40132,-1.22922,3078.0,-0.18182,-1.2302,9.58506,9.88789,9.53576,9.73295,590400.0,13967.0,-0.38463,-1.12721,3295.0,-0.30588,-0.84608,2345.0,-0.23665,-1.45699,480.0,482.75,471.25,471.75,45031.0,6034.8,6090.6,6031.8,6083.1,424323400.0,2023.15,2042.74,2020.4899,2038.97,3520860000.0,18927.86,18943.46,18824.65,18886.7,135700000.0
2015-12-23,3653.282,3684.5671,3633.025,3636.0889,298200.0,128.31894,129.2068,128.07678,129.19783,3353900.2,2061.0,-0.26393,-1.92281,36.47,37.95,36.28,37.5,374658.0,401.0,-0.35531,-1.17483,175.0,-0.51923,-1.37144,1074.5,1074.8,1069.4,1069.4,202.0,112.2029,112.55447,111.41191,111.77145,967300.0,2097.0,-0.466,-1.62644,166.02304,166.2896,165.39854,165.96973,742400.0,5492.9995,-0.38591,-0.62355,1.912,2.009,1.871,1.983,102217.0,161.54655,161.54655,160.65572,161.1987,490400.0,3466.0,-0.33011,-0.88873,3337.0,-0.27346,-0.52157,1262.0,-0.31562,-1.61521,47.25496,47.79926,47.22033,47.65082,7432071.0,1513.0,-0.36958,-1.60535,743.0,-0.61099,-1.99764,84.0,-0.34375,-1.51321,2766.0,-0.34159,-1.61933,9.76112,9.83859,9.71887,9.76816,95500.0,14435.0,-0.53384,-1.01531,3254.0,-0.33983,-0.81646,2223.0,-0.32555,-1.54405,472.5,475.0,468.0,469.5,41185.0,6083.1,6248.5,6083.1,6240.9995,578630000.0,2042.2,2064.73,2042.2,2064.29,3484090000.0,18927.86,18943.46,18824.65,18886.7,135700000.0
2015-12-24,3631.313,3640.2207,3572.277,3612.485,227800.0,128.7853,129.08124,128.57004,128.7225,1185000.0,2154.0,-0.23099,-1.56679,37.86,38.28,37.38,38.1,205873.02,475.0,-0.07407,-0.44294,158.0,-0.48701,-1.40684,1074.3,1077.8,1073.5,1077.2,24.0,111.64357,112.01112,111.45182,111.73146,358100.0,1647.0,-0.53853,-2.12338,166.02307,166.78465,165.63467,166.44955,524400.0,4950.0,-0.41908,-0.67434,1.994,2.052,1.977,2.029,47512.004,160.68971,162.03021,160.57944,161.2921,230200.0,3476.0,-0.18058,-0.82609,2576.0,-0.28977,-0.89491,1234.0,-0.24802,-1.59085,47.44794,47.75968,47.43804,47.65082,2197110.0,1331.0,-0.39417,-1.77364,574.0,-0.69948,-2.14924,67.0,-0.52817,-2.14614,2675.0,-0.20482,-1.68659,9.76816,9.85972,9.68365,9.79633,59500.0,17168.0,-0.67228,-0.72362,2923.0,-0.2449,-0.85334,2009.0,-0.44793,-1.73573,468.5,471.75,467.25,467.5,20910.0,6240.9995,6259.9004,6236.9,6254.6,108851810.0,2063.52,2067.36,2058.73,2060.99,1411860000.0,19071.41,19071.41,18780.94,18789.69,129499990.0
2015-12-25,3614.0542,3635.256,3601.738,3628.001,192500.0,128.7853,129.08124,128.57004,128.7225,1185000.0,2317.0,-0.07394,-1.10088,37.86,38.28,37.38,38.1,205873.02,365.0,-0.047,-1.38232,122.0,-0.55636,-1.56414,1074.3,1077.8,1073.5,1077.2,24.0,111.64357,112.01112,111.45182,111.73146,358100.0,1636.0,-0.40314,-1.92507,166.02307,166.78465,165.63467,166.44955,524400.0,5237.0,-0.31038,-0.87809,1.994,2.052,1.977,2.029,47512.004,160.68971,162.03021,160.57944,161.2921,230200.0,2711.0,-0.23976,-1.24729,1921.0,-0.39572,-1.19324,1133.0,-0.2396,-1.80283,47.44794,47.75968,47.43804,47.65082,2197110.0,1119.0,-0.41961,-1.93633,550.0,-0.6958,-1.97504,58.0,-0.48673,-2.26748,2338.0,-0.21438,-2.03955,9.76816,9.85972,9.68365,9.79633,59500.0,16365.0,-0.59306,-0.76625,2613.0,-0.20578,-0.95351,1966.0,-0.23442,-1.65602,468.5,471.75,467.25,467.5,20910.0,6240.9995,6259.9004,6236.9,6254.6,108851810.0,2063.52,2067.36,2058.73,2060.99,1411860000.0,18823.91,18870.7,18744.44,18769.06,122600000.0
